# Wavelength(micron) (rp/rs)^2 Error_bars
8.726515026324686009e-01 1.036896911865881066e-02 1.000000000000000082e-05
8.696396635402963149e-01 1.036978705589347745e-02 1.000000000000000082e-05
8.666382194049767618e-01 1.037060874179146150e-02 1.000000000000000082e-05
8.636471343497165165e-01 1.037144414009980205e-02 1.000000000000000082e-05
8.606663726215465493e-01 1.037228452021456485e-02 1.000000000000000082e-05
8.576958985908940125e-01 1.037312959154235159e-02 1.000000000000000082e-05
8.547356767511573583e-01 1.037397861423108684e-02 1.000000000000000082e-05
8.517856717182803461e-01 1.037483092838879968e-02 1.000000000000000082e-05
8.488458482303309349e-01 1.037568630627779681e-02 1.000000000000000082e-05
8.459161711470787326e-01 1.037653677449872427e-02 1.000000000000000082e-05
8.429966054495742211e-01 1.037739135991207901e-02 1.000000000000000082e-05
8.400871162397323122e-01 1.037825907704578027e-02 1.000000000000000082e-05
8.371876687399134598e-01 1.037913200673957516e-02 1.000000000000000082e-05
8.342982282925079929e-01 1.038001024586667279e-02 1.000000000000000082e-05
8.314187603595231124e-01 1.038089372783172933e-02 1.000000000000000082e-05
8.285492305221686671e-01 1.038178226791549447e-02 1.000000000000000082e-05
8.256896044804463708e-01 1.038266706260116030e-02 1.000000000000000082e-05
8.228398480527401304e-01 1.038355647872781298e-02 1.000000000000000082e-05
8.199999271754067065e-01 1.038445895011036110e-02 1.000000000000000082e-05
8.171698079023693717e-01 1.038536564836297499e-02 1.000000000000000082e-05
8.143494564047111250e-01 1.038627635836064655e-02 1.000000000000000082e-05
8.115388389702714589e-01 1.038719102832885710e-02 1.000000000000000082e-05
8.087379220032424598e-01 1.038810958777192962e-02 1.000000000000000082e-05
8.059466720237676851e-01 1.038902312276444341e-02 1.000000000000000082e-05
8.031650556675422603e-01 1.038994056736004638e-02 1.000000000000000082e-05
8.003930396854131990e-01 1.039087077517181559e-02 1.000000000000000082e-05
7.976305909429827201e-01 1.039180486929489229e-02 1.000000000000000082e-05
7.948776764202123424e-01 1.039274247710098888e-02 1.000000000000000082e-05
7.921342632110268678e-01 1.039368365476670691e-02 1.000000000000000082e-05
7.894003185229230279e-01 1.039462859205396092e-02 1.000000000000000082e-05
7.866758096765755770e-01 1.039556808173163621e-02 1.000000000000000082e-05
7.839607041054481584e-01 1.039651109294280860e-02 1.000000000000000082e-05
7.812549693554032837e-01 1.039746685230642613e-02 1.000000000000000082e-05
7.785585730843143093e-01 1.039842632112398559e-02 1.000000000000000082e-05
7.758714830616794123e-01 1.039938955061468426e-02 1.000000000000000082e-05
7.731936671682356765e-01 1.040035658043555328e-02 1.000000000000000082e-05
7.705250933955758441e-01 1.040132752941338827e-02 1.000000000000000082e-05
7.678657298457650660e-01 1.040229298862703836e-02 1.000000000000000082e-05
7.652155447309600955e-01 1.040326233592299247e-02 1.000000000000000082e-05
7.625745063730290374e-01 1.040424498548785624e-02 1.000000000000000082e-05
7.599425832031728723e-01 1.040523150601302405e-02 1.000000000000000082e-05
7.573197437615479810e-01 1.040622181405563736e-02 1.000000000000000082e-05
7.547059566968904454e-01 1.040721584921846903e-02 1.000000000000000082e-05
7.521011907661403484e-01 1.040821354452576078e-02 1.000000000000000082e-05
7.495054148340697386e-01 1.040921483871342854e-02 1.000000000000000082e-05
7.469185978729090403e-01 1.041020998085219994e-02 1.000000000000000082e-05
7.443407089619774597e-01 1.041120854282640874e-02 1.000000000000000082e-05
7.417717172873123932e-01 1.041222018541969503e-02 1.000000000000000082e-05
7.392115921413013879e-01 1.041323517872810508e-02 1.000000000000000082e-05
7.366603029223155463e-01 1.041425346978669050e-02 1.000000000000000082e-05
7.341178191343432635e-01 1.041527499942910412e-02 1.000000000000000082e-05
7.315841103866254080e-01 1.041629970286368605e-02 1.000000000000000082e-05
7.290591463932929450e-01 1.041731764412339063e-02 1.000000000000000082e-05
7.265428969730043374e-01 1.041833859757227559e-02 1.000000000000000082e-05
7.240353320485846123e-01 1.041937247934317072e-02 1.000000000000000082e-05
7.215364216466665370e-01 1.042040934047769492e-02 1.000000000000000082e-05
7.190461358973314621e-01 1.042144910958925710e-02 1.000000000000000082e-05
7.165644450337531612e-01 1.042249178988186031e-02 1.000000000000000082e-05
7.140913193918412283e-01 1.042353726714832958e-02 1.000000000000000082e-05
7.116267294098871377e-01 1.042457546500439626e-02 1.000000000000000082e-05
7.091706456282106386e-01 1.042561634902374260e-02 1.000000000000000082e-05
7.067230386888071481e-01 1.042667003785005368e-02 1.000000000000000082e-05
7.042838793349980309e-01 1.042772638437620275e-02 1.000000000000000082e-05
7.018531384110794358e-01 1.042878534153583898e-02 1.000000000000000082e-05
6.994307868619747959e-01 1.042984686718175305e-02 1.000000000000000082e-05
6.970167957328873287e-01 1.043091091775439662e-02 1.000000000000000082e-05
6.946111361689536468e-01 1.043196718387104892e-02 1.000000000000000082e-05
6.922137794148991441e-01 1.043302586025491099e-02 1.000000000000000082e-05
6.898246968146941605e-01 1.043409721247074221e-02 1.000000000000000082e-05
6.874438598112112553e-01 1.043517094000907634e-02 1.000000000000000082e-05
6.850712399458843693e-01 1.043624700403383496e-02 1.000000000000000082e-05
6.827068088583683192e-01 1.043732536542909053e-02 1.000000000000000082e-05
6.803505382861995132e-01 1.043840598731111784e-02 1.000000000000000082e-05
6.780024000644588877e-01 1.043948883922496407e-02 1.000000000000000082e-05
6.756623661254343993e-01 1.044056344198126748e-02 1.000000000000000082e-05
6.733304084982861815e-01 1.044164017496576440e-02 1.000000000000000082e-05
6.710064993087119234e-01 1.044272947509866309e-02 1.000000000000000082e-05
6.686906107786136921e-01 1.044382086277660313e-02 1.000000000000000082e-05
6.663827152257657538e-01 1.044491429695863956e-02 1.000000000000000082e-05
6.640827850634841711e-01 1.044600973727828966e-02 1.000000000000000082e-05
6.617907928002964013e-01 1.044710713068206127e-02 1.000000000000000082e-05
6.595067110396133359e-01 1.044819582435308099e-02 1.000000000000000082e-05
6.572305124794011189e-01 1.044928631450895568e-02 1.000000000000000082e-05
6.549621699118556295e-01 1.045038916397144323e-02 1.000000000000000082e-05
6.527016562230764096e-01 1.045149377878610425e-02 1.000000000000000082e-05
6.504489443927432557e-01 1.045260016645408081e-02 1.000000000000000082e-05
6.482040074937928109e-01 1.045370832685075732e-02 1.000000000000000082e-05
6.459668186920969335e-01 1.045481825127362457e-02 1.000000000000000082e-05
6.437373512461417313e-01 1.045591921865818806e-02 1.000000000000000082e-05
6.415155785067082617e-01 1.045702187491533847e-02 1.000000000000000082e-05
6.393014739165535643e-01 1.045813690859850181e-02 1.000000000000000082e-05
6.370950110100935815e-01 1.045925358803965685e-02 1.000000000000000082e-05
6.348961634130865228e-01 1.046037187757174400e-02 1.000000000000000082e-05
6.327049048423176725e-01 1.046149174141839007e-02 1.000000000000000082e-05
6.305212091052856405e-01 1.046261314770355506e-02 1.000000000000000082e-05
6.283450500998885024e-01 1.046372525465968928e-02 1.000000000000000082e-05
6.261764018141126042e-01 1.046483880506015804e-02 1.000000000000000082e-05
6.240152383257208113e-01 1.046596458763268851e-02 1.000000000000000082e-05
6.218615338019436445e-01 1.046709176572208425e-02 1.000000000000000082e-05
6.197152624991695280e-01 1.046822031537103168e-02 1.000000000000000082e-05
6.175763987626374796e-01 1.046935021825080338e-02 1.000000000000000082e-05
6.154449170261309110e-01 1.047048146144373588e-02 1.000000000000000082e-05
6.133207918116708735e-01 1.047161402732618013e-02 1.000000000000000082e-05
6.112039977292130777e-01 1.047273698427644839e-02 1.000000000000000082e-05
6.090945094763428047e-01 1.047386120040217673e-02 1.000000000000000082e-05
6.069923018379737023e-01 1.047499757959586067e-02 1.000000000000000082e-05
6.048973496860456933e-01 1.047613519244368178e-02 1.000000000000000082e-05
6.028096279792246603e-01 1.047727401582457946e-02 1.000000000000000082e-05
6.007291117626035737e-01 1.047841402738706323e-02 1.000000000000000082e-05
5.986557761674037303e-01 1.047955520430194146e-02 1.000000000000000082e-05
5.965895964106779914e-01 1.048068653399999127e-02 1.000000000000000082e-05
5.945305477950134643e-01 1.048181896792116721e-02 1.000000000000000082e-05
5.924786057082378488e-01 1.048296349060032912e-02 1.000000000000000082e-05
5.904337456231240067e-01 1.048410909324760422e-02 1.000000000000000082e-05
5.883959430970974180e-01 1.048525575552726116e-02 1.000000000000000082e-05
5.863651737719436374e-01 1.048640345716915674e-02 1.000000000000000082e-05
5.843414133735175264e-01 1.048755217858635819e-02 1.000000000000000082e-05
5.823246377114527084e-01 1.048869083891135028e-02 1.000000000000000082e-05
5.803148226788725772e-01 1.048983046468138572e-02 1.000000000000000082e-05
5.783119442521024167e-01 1.049098211136477096e-02 1.000000000000000082e-05
5.763159784903816307e-01 1.049213470240099172e-02 1.000000000000000082e-05
5.743269015355783047e-01 1.049328821996526120e-02 1.000000000000000082e-05
5.723446896119033234e-01 1.049444264670175778e-02 1.000000000000000082e-05
5.703693190256267087e-01 1.049559796560336350e-02 1.000000000000000082e-05
5.684007661647941800e-01 1.049674303721183366e-02 1.000000000000000082e-05
5.664390074989447132e-01 1.049788895425343531e-02 1.000000000000000082e-05
5.644840195788299875e-01 1.049904683430742496e-02 1.000000000000000082e-05
5.625357790361328325e-01 1.050020554156105845e-02 1.000000000000000082e-05
5.605942625831897841e-01 1.050136506061413906e-02 1.000000000000000082e-05
5.586594470127105305e-01 1.050252537645016832e-02 1.000000000000000082e-05
5.567313091975020223e-01 1.050368647428657522e-02 1.000000000000000082e-05
5.548098260901916934e-01 1.050484833968513311e-02 1.000000000000000082e-05
5.528949747229519041e-01 1.050599977438806953e-02 1.000000000000000082e-05
5.509867322072251605e-01 1.050715193647114125e-02 1.000000000000000082e-05
5.490850757334508891e-01 1.050831600543434587e-02 1.000000000000000082e-05
5.471899825707925435e-01 1.050948078618428247e-02 1.000000000000000082e-05
5.453014300668660441e-01 1.051064626424118471e-02 1.000000000000000082e-05
5.434193956474691056e-01 1.051181242481482973e-02 1.000000000000000082e-05
5.415438568163110089e-01 1.051297925361128517e-02 1.000000000000000082e-05
5.396747911547442600e-01 1.051413550738279981e-02 1.000000000000000082e-05
5.378121763214959161e-01 1.051529239455380009e-02 1.000000000000000082e-05
5.359559900524011322e-01 1.051646114302903084e-02 1.000000000000000082e-05
5.341062101601370404e-01 1.051763051488854676e-02 1.000000000000000082e-05
5.322628145339568517e-01 1.051880049949606780e-02 1.000000000000000082e-05
5.304257811394265110e-01 1.051997108609069830e-02 1.000000000000000082e-05
5.285950880181605749e-01 1.052114226351145293e-02 1.000000000000000082e-05
5.267707132875599774e-01 1.052230275005218950e-02 1.000000000000000082e-05
5.249526351405507940e-01 1.052346379594400021e-02 1.000000000000000082e-05
5.231408318453227846e-01 1.052463666722648974e-02 1.000000000000000082e-05
5.213352817450707111e-01 1.052581008360238372e-02 1.000000000000000082e-05
5.195359632577344344e-01 1.052698403468682944e-02 1.000000000000000082e-05
5.177428548757415649e-01 1.052815851128868427e-02 1.000000000000000082e-05
5.159559351657502235e-01 1.052933350428238851e-02 1.000000000000000082e-05
5.141751827683925802e-01 1.053049769803451712e-02 1.000000000000000082e-05
5.124005763980202799e-01 1.053166238141810783e-02 1.000000000000000082e-05
5.106320948424488693e-01 1.053283885750252308e-02 1.000000000000000082e-05
5.088697169627055539e-01 1.053401581263703826e-02 1.000000000000000082e-05
5.071134216927754013e-01 1.053519323778791955e-02 1.000000000000000082e-05
5.053631880393500975e-01 1.053637112407885060e-02 1.000000000000000082e-05
5.036189950815770366e-01 1.053754946276250389e-02 1.000000000000000082e-05
5.018808219708089657e-01 1.053871690805417358e-02 1.000000000000000082e-05
5.001486479303548505e-01 1.053988478181640091e-02 1.000000000000000082e-05
4.984224522552318515e-01 1.054106441908795808e-02 1.000000000000000082e-05
4.967022143119175781e-01 1.054224447537640413e-02 1.000000000000000082e-05
4.949879135381033413e-01 1.054342494247879729e-02 1.000000000000000082e-05
4.932795294424482391e-01 1.054460581246548061e-02 1.000000000000000082e-05
4.915770416043349633e-01 1.054578707756639692e-02 1.000000000000000082e-05
4.898804296736248842e-01 1.054696873010112397e-02 1.000000000000000082e-05
4.881896733704154112e-01 1.054813939444387665e-02 1.000000000000000082e-05
4.865047524847969651e-01 1.054931042536002075e-02 1.000000000000000082e-05
4.848256468766120042e-01 1.055049318837684644e-02 1.000000000000000082e-05
4.831523364752138838e-01 1.055167630943506379e-02 1.000000000000000082e-05
4.814848012792270482e-01 1.055285978139207902e-02 1.000000000000000082e-05
4.798230213563082769e-01 1.055404359724959260e-02 1.000000000000000082e-05
4.781669768429078760e-01 1.055522775007489145e-02 1.000000000000000082e-05
4.765166479440327563e-01 1.055640084171848014e-02 1.000000000000000082e-05
4.748720149330091789e-01 1.055757425167004084e-02 1.000000000000000082e-05
4.732330581512477208e-01 1.055875936879802947e-02 1.000000000000000082e-05
4.715997580080079077e-01 1.055994479625610438e-02 1.000000000000000082e-05
4.699720949801637904e-01 1.056113052758597855e-02 1.000000000000000082e-05
4.683500496119712420e-01 1.056231655640807281e-02 1.000000000000000082e-05
4.667336025148346446e-01 1.056350287641057845e-02 1.000000000000000082e-05
4.651227343670757963e-01 1.056467806992544660e-02 1.000000000000000082e-05
4.635174259137026520e-01 1.056585353785521875e-02 1.000000000000000082e-05
4.619176579661788407e-01 1.056704068915555877e-02 1.000000000000000082e-05
4.603234114021949597e-01 1.056822810731170188e-02 1.000000000000000082e-05
4.587346671654396468e-01 1.056941578637476606e-02 1.000000000000000082e-05
4.571514062653718180e-01 1.057060372048768994e-02 1.000000000000000082e-05
4.555736097769935711e-01 1.057179190385681977e-02 1.000000000000000082e-05
4.540012588406241445e-01 1.057296890205099496e-02 1.000000000000000082e-05
4.524343346616745420e-01 1.057414613435980755e-02 1.000000000000000082e-05
4.508728185104224906e-01 1.057533502695552977e-02 1.000000000000000082e-05
4.493166917217891188e-01 1.057652414639584544e-02 1.000000000000000082e-05
4.477659356951154690e-01 1.057771348716038569e-02 1.000000000000000082e-05
4.462205318939401755e-01 1.057890304386651520e-02 1.000000000000000082e-05
4.446804618457779190e-01 1.058009281110317869e-02 1.000000000000000082e-05
4.431457071418988813e-01 1.058128278361891716e-02 1.000000000000000082e-05
4.416162494371083658e-01 1.058246151090128616e-02 1.000000000000000082e-05
4.400920704495276947e-01 1.058364042992383618e-02 1.000000000000000082e-05
4.385731519603754958e-01 1.058483098326562857e-02 1.000000000000000082e-05
4.370594758137503200e-01 1.058602172128294411e-02 1.000000000000000082e-05
4.355510239164130937e-01 1.058721263889704153e-02 1.000000000000000082e-05
4.340477782375712357e-01 1.058840373113849494e-02 1.000000000000000082e-05
4.325497208086632184e-01 1.058959499306411089e-02 1.000000000000000082e-05
4.310568337231431291e-01 1.059077496271735620e-02 1.000000000000000082e-05
4.295690991362674516e-01 1.059195508980792511e-02 1.000000000000000082e-05
4.280864992648814038e-01 1.059314682867606126e-02 1.000000000000000082e-05
4.266090163872061081e-01 1.059433871802403088e-02 1.000000000000000082e-05
4.251366328426271490e-01 1.059553075316443937e-02 1.000000000000000082e-05
4.236693310314834648e-01 1.059672292944049792e-02 1.000000000000000082e-05
4.222070934148567933e-01 1.059791524226319330e-02 1.000000000000000082e-05
4.207499025143618954e-01 1.059909622041660046e-02 1.000000000000000082e-05
4.192977409119379995e-01 1.060027732402510532e-02 1.000000000000000082e-05
4.178505912496404684e-01 1.060147001693132092e-02 1.000000000000000082e-05
4.164084362294330766e-01 1.060266282849598764e-02 1.000000000000000082e-05
4.149712586129816194e-01 1.060385575432904251e-02 1.000000000000000082e-05
4.135390412214476896e-01 1.060504879012787866e-02 1.000000000000000082e-05
4.121117669352831747e-01 1.060624193157020875e-02 1.000000000000000082e-05
4.106894186940258651e-01 1.060742370034359686e-02 1.000000000000000082e-05
4.092719794960955060e-01 1.060860556484700436e-02 1.000000000000000082e-05
4.078594323985902936e-01 1.060979899632413445e-02 1.000000000000000082e-05
4.064517605170848702e-01 1.061099251688583239e-02 1.000000000000000082e-05
4.050489470254278745e-01 1.061218612248309920e-02 1.000000000000000082e-05
4.036509751555413805e-01 1.061337980911284534e-02 1.000000000000000082e-05
4.022578281972201686e-01 1.061457357283101220e-02 1.000000000000000082e-05
4.008694894979319412e-01 1.061576740974163983e-02 1.000000000000000082e-05
3.994859424626185374e-01 1.061694983570091351e-02 1.000000000000000082e-05
3.981071705534972027e-01 1.061813232616897959e-02 1.000000000000000082e-05
